datetime,read_completed:sda(k),read_completed:sda1(k),read_completed:sda2(k),read_completed:sda3(k),read_completed:sda4(k),rx_bytes:eth0(M),tx_bytes:eth0(M),rx_bytes:eth1(M),tx_bytes:eth1(M),rx_bytes:lo(M),tx_bytes:lo(M)
2025-12-08_05:57:38,59,47,79,2,11,15599,1871,41939,107992,84,84
2025-12-08_05:58:08,59,47,79,2,11,15599,1871,41939,107992,84,84
2025-12-08_05:58:38,59,47,79,2,11,15599,1871,41939,107992,84,84
2025-12-08_05:59:08,59,47,79,2,11,15599,1871,41939,107992,84,84
2025-12-08_05:59:38,59,47,79,2,11,15599,1871,41939,107992,84,84
2025-12-08_06:00:08,59,47,79,2,11,15599,1871,41939,107992,84,84
2025-12-08_06:00:38,59,47,79,2,11,15599,1871,41939,107992,84,84
2025-12-08_06:01:08,59,47,79,2,11,15599,1871,41939,107992,84,84
2025-12-08_06:01:38,59,47,79,2,11,15599,1871,41939,107992,84,84
2025-12-08_06:02:08,59,47,79,2,11,15599,1871,41939,107992,84,84
2025-12-08_06:02:38,59,47,79,2,11,15599,1871,41939,107992,84,84
2025-12-08_06:03:08,59,47,79,2,11,15599,1871,41939,107992,84,84
2025-12-08_06:03:38,59,47,79,2,11,15599,1871,41939,107992,84,84
2025-12-08_06:04:08,59,47,79,2,11,15599,1871,41939,107992,84,84
2025-12-08_06:04:38,59,47,79,2,11,15599,1871,41939,107992,84,84
2025-12-08_06:05:08,59,47,79,2,11,15599,1871,41939,107992,84,84
2025-12-08_06:05:38,59,47,79,2,11,15599,1871,41939,107992,84,84
2025-12-08_06:06:08,59,47,79,2,11,15599,1871,41939,107992,84,84
2025-12-08_06:06:38,59,47,79,2,11,15599,1871,41939,107992,84,84
2025-12-08_06:07:08,59,47,79,2,11,15599,1871,41939,107992,84,84
2025-12-08_06:07:38,59,47,79,2,11,15599,1871,41939,107992,84,84
2025-12-08_06:08:08,59,47,79,2,11,15599,1871,41939,107992,84,84
2025-12-08_06:08:38,59,47,79,2,11,15599,1871,41939,107992,84,84
2025-12-08_06:09:08,59,47,79,2,11,15599,1871,41939,107992,84,84
2025-12-08_06:09:38,59,47,79,2,11,15599,1871,41939,107992,84,84
2025-12-08_06:10:08,59,47,79,2,11,15599,1871,41939,107992,84,84
2025-12-08_06:10:38,59,47,79,2,11,15599,1871,41939,107992,84,84
2025-12-08_06:11:08,59,47,79,2,11,15599,1871,41939,107992,84,84
2025-12-08_06:11:38,59,47,79,2,11,15599,1871,41939,107992,84,84
2025-12-08_06:12:08,59,47,79,2,11,15599,1871,41939,107992,84,84
2025-12-08_06:12:38,59,47,79,2,11,15599,1871,41939,107992,84,84
2025-12-08_06:13:08,59,47,79,2,11,15599,1871,41939,107992,84,84
2025-12-08_06:13:38,59,47,79,2,11,15599,1871,41939,107992,84,84
2025-12-08_06:14:08,59,47,79,2,11,15599,1871,41939,107992,84,84
2025-12-08_06:14:38,59,47,79,2,11,15599,1871,41939,107992,84,84
2025-12-08_06:15:08,59,47,79,2,11,15599,1871,41939,107992,84,84
2025-12-08_06:15:38,59,47,79,2,11,15599,1871,41939,107992,84,84
2025-12-08_06:16:08,59,47,79,2,11,15599,1871,41940,107992,84,84
2025-12-08_06:16:38,59,47,79,2,11,15599,1871,41940,107992,84,84
2025-12-08_06:17:08,59,47,79,2,11,15599,1871,41940,107992,84,84
2025-12-08_06:17:38,59,47,79,2,11,15599,1871,41940,107992,84,84
2025-12-08_06:18:08,59,47,79,2,11,15599,1871,41940,107992,84,84
2025-12-08_06:18:38,59,47,79,2,11,15599,1871,41940,107992,84,84
2025-12-08_06:19:08,59,47,79,2,11,15599,1871,41940,107992,84,84
2025-12-08_06:19:38,59,47,79,2,11,15599,1871,41940,107992,84,84
2025-12-08_06:20:08,59,47,79,2,11,15599,1871,41940,107992,84,84
2025-12-08_06:20:38,59,47,79,2,11,15599,1871,41940,107992,84,84
2025-12-08_06:21:08,59,47,79,2,11,15599,1871,41940,107992,84,84
2025-12-08_06:21:38,59,47,79,2,11,15599,1871,41940,107992,84,84
2025-12-08_06:22:08,59,47,79,2,11,15599,1871,41940,107992,84,84
2025-12-08_06:22:38,59,47,79,2,11,15599,1871,41940,107992,84,84
2025-12-08_06:23:08,59,47,79,2,11,15599,1871,41940,107992,84,84
2025-12-08_06:23:38,59,47,79,2,11,15599,1871,41940,107992,84,84
2025-12-08_06:24:08,59,47,79,2,11,15599,1871,41940,107992,84,84
2025-12-08_06:24:38,59,47,79,2,11,15600,1871,41940,107992,84,84
2025-12-08_06:25:08,59,47,79,2,11,15600,1871,41940,107992,84,84
2025-12-08_06:25:38,59,47,79,2,11,15600,1871,41940,107992,84,84
2025-12-08_06:26:08,59,47,79,2,11,15600,1871,41940,107992,84,84
2025-12-08_06:26:38,59,47,79,2,11,15600,1871,41940,107992,84,84
2025-12-08_06:27:08,59,47,79,2,11,15600,1871,41940,107992,84,84
2025-12-08_06:27:38,59,47,79,2,11,15600,1871,41940,107992,84,84
2025-12-08_06:28:08,59,47,79,2,11,15600,1871,41940,107992,84,84
2025-12-08_06:28:38,59,47,79,2,11,15600,1871,41940,107992,84,84
2025-12-08_06:29:08,59,47,79,2,11,15600,1871,41940,107992,84,84
2025-12-08_06:29:38,59,47,79,2,11,15600,1871,41940,107992,84,84
2025-12-08_06:30:08,59,47,79,2,11,15600,1871,41940,107992,84,84
2025-12-08_06:30:38,59,47,79,2,11,15600,1871,41940,107992,84,84
2025-12-08_06:31:08,59,47,79,2,11,15600,1871,41940,107992,84,84
2025-12-08_06:31:38,59,47,79,2,11,15600,1871,41940,107992,84,84
2025-12-08_06:32:08,59,47,79,2,11,15600,1871,41940,107992,84,84
2025-12-08_06:32:38,59,47,79,2,11,15600,1871,41940,107992,84,84
2025-12-08_06:33:08,59,47,79,2,11,15600,1871,41940,107992,84,84
2025-12-08_06:33:38,59,47,79,2,11,15600,1871,41940,107993,84,84
2025-12-08_06:34:08,59,47,79,2,11,15600,1871,41940,107993,84,84
2025-12-08_06:34:38,59,47,79,2,11,15600,1871,41940,107993,84,84
2025-12-08_06:35:08,59,47,79,2,11,15600,1871,41940,107993,84,84
2025-12-08_06:35:38,59,47,79,2,11,15600,1871,41940,107993,84,84
2025-12-08_06:36:08,59,47,79,2,11,15600,1871,41940,107993,84,84
2025-12-08_06:36:38,59,47,79,2,11,15600,1871,41940,107993,84,84
2025-12-08_06:37:08,59,47,79,2,11,15600,1871,41940,107993,84,84
2025-12-08_06:37:38,59,47,79,2,11,15600,1871,41941,107993,84,84
2025-12-08_06:38:08,59,47,79,2,11,15600,1871,41941,107993,84,84
2025-12-08_06:38:38,59,47,79,2,11,15600,1871,41941,107993,84,84
2025-12-08_06:39:08,59,47,79,2,11,15600,1871,41941,107993,84,84
2025-12-08_06:39:38,59,47,79,2,11,15600,1871,41941,107993,84,84
2025-12-08_06:40:08,59,47,79,2,11,15600,1871,41941,107993,84,84
2025-12-08_06:40:38,59,47,79,2,11,15600,1871,41941,107993,84,84
2025-12-08_06:41:08,59,47,79,2,11,15600,1871,41941,107993,84,84
2025-12-08_06:41:38,59,47,79,2,11,15600,1871,41941,107993,84,84
2025-12-08_06:42:08,59,47,79,2,11,15600,1871,41941,107993,84,84
2025-12-08_06:42:38,59,47,79,2,11,15600,1871,41941,107993,84,84
2025-12-08_06:43:08,59,47,79,2,11,15600,1871,41941,107993,84,84
2025-12-08_06:43:38,59,47,79,2,11,15600,1871,41941,107993,84,84
2025-12-08_06:44:08,59,47,79,2,11,15600,1871,41941,107993,84,84
2025-12-08_06:44:38,59,47,79,2,11,15600,1871,41941,107993,84,84
2025-12-08_06:45:08,59,47,79,2,11,15600,1871,41941,107993,84,84
2025-12-08_06:45:38,59,47,79,2,11,15600,1871,41941,107993,84,84
2025-12-08_06:46:08,59,47,79,2,11,15600,1871,41941,107993,84,84
2025-12-08_06:46:38,59,47,79,2,11,15600,1871,41941,107993,84,84
2025-12-08_06:47:08,59,47,79,2,11,15600,1871,41941,107993,84,84
2025-12-08_06:47:38,59,47,79,2,11,15600,1871,41941,107993,84,84
2025-12-08_06:48:08,59,47,79,2,11,15600,1871,41941,107993,84,84
2025-12-08_06:48:38,59,47,79,2,11,15600,1871,41941,107993,84,84
2025-12-08_06:49:08,59,47,79,2,11,15600,1871,41941,107993,84,84
2025-12-08_06:49:38,59,47,79,2,11,15600,1871,41941,107993,84,84
2025-12-08_06:50:08,59,47,79,2,11,15600,1871,41941,107993,84,84
2025-12-08_06:50:38,59,47,79,2,11,15600,1871,41941,107993,84,84
2025-12-08_06:51:08,59,47,79,2,11,15600,1871,41941,107993,84,84
2025-12-08_06:51:38,59,47,79,2,11,15600,1871,41941,107993,84,84
2025-12-08_06:52:08,59,47,79,2,11,15600,1871,41941,107993,84,84
2025-12-08_06:52:38,59,47,79,2,11,15600,1871,41941,107993,84,84
2025-12-08_06:53:08,59,47,79,2,11,15600,1871,41941,107993,84,84
2025-12-08_06:53:38,59,47,79,2,11,15600,1871,41941,107993,84,84
2025-12-08_06:54:08,59,47,79,2,11,15600,1871,41941,107993,84,84
2025-12-08_06:54:38,59,47,79,2,11,15600,1871,41941,107993,84,84
2025-12-08_06:55:08,59,47,79,2,11,15600,1871,41941,107993,84,84
2025-12-08_06:55:38,59,47,79,2,11,15600,1871,41941,107993,84,84
2025-12-08_06:56:08,59,47,79,2,11,15600,1871,41941,107993,84,84
2025-12-08_06:56:38,59,47,79,2,11,15600,1871,41941,107993,84,84
2025-12-08_06:57:08,59,47,79,2,11,15600,1871,41941,107993,84,84
2025-12-08_06:57:38,59,47,79,2,11,15600,1871,41941,107993,84,84
2025-12-08_06:58:08,59,47,79,2,11,15600,1871,41941,107993,84,84
2025-12-08_06:58:38,59,47,79,2,11,15600,1871,41941,107993,84,84
2025-12-08_06:59:08,59,47,79,2,11,15600,1871,41941,107993,84,84
2025-12-08_06:59:38,59,47,79,2,11,15600,1871,41942,107993,84,84
2025-12-08_07:00:08,59,47,79,2,11,15600,1871,41942,107993,84,84
2025-12-08_07:00:38,59,47,79,2,11,15600,1871,41942,107993,84,84
2025-12-08_07:01:08,59,47,79,2,11,15600,1871,41942,107993,84,84
2025-12-08_07:01:38,59,47,79,2,11,15600,1871,41942,107993,84,84
2025-12-08_07:02:08,59,47,79,2,11,15600,1871,41942,107993,84,84
2025-12-08_07:02:38,59,47,79,2,11,15600,1871,41942,107993,84,84
2025-12-08_07:03:08,59,47,79,2,11,15600,1871,41942,107993,84,84
2025-12-08_07:03:38,59,47,79,2,11,15600,1871,41942,107993,84,84
2025-12-08_07:04:08,59,47,79,2,11,15600,1871,41942,107993,84,84
2025-12-08_07:04:38,59,47,79,2,11,15600,1871,41942,107993,84,84
2025-12-08_07:05:08,59,47,79,2,11,15600,1871,41942,107993,84,84
2025-12-08_07:05:38,59,47,79,2,11,15600,1871,41942,107993,84,84
2025-12-08_07:06:08,59,47,79,2,11,15600,1871,41942,107993,84,84
2025-12-08_07:06:38,59,47,79,2,11,15600,1871,41942,107993,84,84
2025-12-08_07:07:08,59,47,79,2,11,15600,1871,41942,107993,84,84
2025-12-08_07:07:38,59,47,79,2,11,15600,1871,41942,107993,84,84
2025-12-08_07:08:08,59,47,79,2,11,15600,1871,41942,107993,84,84
2025-12-08_07:08:38,59,47,79,2,11,15600,1871,41942,107993,84,84
2025-12-08_07:09:08,59,47,79,2,11,15600,1871,41942,107993,84,84
2025-12-08_07:09:38,59,47,79,2,11,15600,1871,41942,107993,84,84
2025-12-08_07:10:08,59,47,79,2,11,15600,1871,41942,107993,84,84
2025-12-08_07:10:38,59,47,79,2,11,15600,1871,41942,107993,84,84
2025-12-08_07:11:08,59,47,79,2,11,15600,1871,41942,107993,84,84
2025-12-08_07:11:38,59,47,79,2,11,15600,1871,41942,107993,84,84
2025-12-08_07:12:08,59,47,79,2,11,15600,1871,41942,107993,84,84
2025-12-08_07:12:38,59,47,79,2,11,15600,1871,41942,107993,84,84
2025-12-08_07:13:08,59,47,79,2,11,15600,1871,41942,107993,84,84
2025-12-08_07:13:38,59,47,79,2,11,15600,1871,41942,107993,84,84
2025-12-08_07:14:08,59,47,79,2,11,15600,1871,41942,107993,84,84
2025-12-08_07:14:38,59,47,79,2,11,15600,1871,41942,107993,84,84
2025-12-08_07:15:08,59,47,79,2,11,15600,1871,41942,107993,84,84
2025-12-08_07:15:38,59,47,79,2,11,15600,1872,41942,107993,84,84
2025-12-08_07:16:08,59,47,79,2,11,15600,1872,41942,107993,84,84
2025-12-08_07:16:38,59,47,79,2,11,15601,1872,41942,107993,84,84
2025-12-08_07:17:08,59,47,79,2,11,15601,1872,41942,107993,84,84
2025-12-08_07:17:38,59,47,79,2,11,15601,1872,41942,107993,84,84
2025-12-08_07:18:08,59,47,79,2,11,15601,1872,41942,107993,84,84
2025-12-08_07:18:38,59,47,79,2,11,15601,1872,41942,107993,84,84
2025-12-08_07:19:08,59,47,79,2,11,15601,1872,41942,107993,84,84
2025-12-08_07:19:38,59,47,79,2,11,15601,1872,41942,107993,84,84
2025-12-08_07:20:08,59,47,79,2,11,15601,1872,41942,107993,84,84
2025-12-08_07:20:38,59,47,79,2,11,15601,1872,41942,107993,84,84
2025-12-08_07:21:08,59,47,79,2,11,15601,1872,41943,107993,84,84
2025-12-08_07:21:38,59,47,79,2,11,15601,1872,41943,107993,84,84
2025-12-08_07:22:08,59,47,79,2,11,15601,1872,41943,107993,84,84
2025-12-08_07:22:38,59,47,79,2,11,15601,1872,41943,107993,84,84
2025-12-08_07:23:08,59,47,79,2,11,15601,1872,41943,107993,84,84
2025-12-08_07:23:38,59,47,79,2,11,15601,1872,41943,107993,84,84
2025-12-08_07:24:08,59,47,79,2,11,15601,1872,41943,107993,84,84
2025-12-08_07:24:38,59,47,79,2,11,15601,1872,41943,107993,84,84
2025-12-08_07:25:08,59,47,79,2,11,15601,1872,41943,107993,84,84
2025-12-08_07:25:38,59,47,79,2,11,15601,1872,41943,107993,84,84
2025-12-08_07:26:08,59,47,79,2,11,15601,1872,41943,107993,84,84
2025-12-08_07:26:38,59,47,79,2,11,15601,1872,41943,107993,84,84
2025-12-08_07:27:08,59,47,79,2,11,15601,1872,41943,107993,84,84
2025-12-08_07:27:38,59,47,79,2,11,15601,1872,41943,107993,84,84
2025-12-08_07:28:08,59,47,79,2,11,15601,1872,41943,107993,84,84
2025-12-08_07:28:38,59,47,79,2,11,15601,1872,41943,107993,84,84
2025-12-08_07:29:08,59,47,79,2,11,15601,1872,41943,107993,84,84
2025-12-08_07:29:38,59,47,79,2,11,15601,1872,41943,107993,84,84
2025-12-08_07:30:08,59,47,79,2,11,15601,1872,41943,107993,84,84
2025-12-08_07:30:38,59,47,79,2,11,15601,1872,41943,107993,84,84
2025-12-08_07:31:08,59,47,79,2,11,15601,1872,41943,107993,84,84
2025-12-08_07:31:38,59,47,79,2,11,15601,1872,41943,107993,84,84
2025-12-08_07:32:08,59,47,79,2,11,15601,1872,41943,107993,84,84
2025-12-08_07:32:38,59,47,79,2,11,15601,1872,41943,107993,84,84
2025-12-08_07:33:08,59,47,79,2,11,15601,1872,41943,107993,84,84
2025-12-08_07:33:38,59,47,79,2,11,15601,1872,41943,107993,84,84
2025-12-08_07:34:08,59,47,79,2,11,15601,1872,41943,107993,84,84
2025-12-08_07:34:38,59,47,79,2,11,15601,1872,41943,107993,84,84
2025-12-08_07:35:08,59,47,79,2,11,15601,1872,41943,107993,84,84
2025-12-08_07:35:38,59,47,79,2,11,15601,1872,41943,107993,84,84
2025-12-08_07:36:08,59,47,79,2,11,15601,1872,41943,107993,84,84
2025-12-08_07:36:38,59,47,79,2,11,15601,1872,41943,107993,84,84
2025-12-08_07:37:08,59,47,79,2,11,15601,1872,41943,107993,84,84
2025-12-08_07:37:38,59,47,79,2,11,15601,1872,41943,107993,84,84
2025-12-08_07:38:08,59,47,79,2,11,15601,1872,41943,107993,84,84
2025-12-08_07:38:38,59,47,79,2,11,15601,1872,41943,107993,84,84
2025-12-08_07:39:08,59,47,79,2,11,15601,1872,41943,107993,84,84
2025-12-08_07:39:38,59,47,79,2,11,15601,1872,41943,107993,84,84
2025-12-08_07:40:08,59,47,79,2,11,15601,1872,41943,107993,84,84
2025-12-08_07:40:38,59,47,79,2,11,15601,1872,41943,107993,84,84
2025-12-08_07:41:08,59,47,79,2,11,15601,1872,41943,107993,84,84
2025-12-08_07:41:38,59,47,79,2,11,15601,1872,41943,107993,84,84
2025-12-08_07:42:08,59,47,79,2,11,15601,1872,41944,107993,84,84
2025-12-08_07:42:38,59,47,79,2,11,15601,1872,41944,107993,84,84
2025-12-08_07:43:08,59,47,79,2,11,15601,1872,41944,107993,84,84
2025-12-08_07:43:38,59,47,79,2,11,15601,1872,41944,107993,84,84
2025-12-08_07:44:08,59,47,79,2,11,15601,1872,41944,107993,84,84
2025-12-08_07:44:38,59,47,79,2,11,15601,1872,41944,107993,84,84
2025-12-08_07:45:08,59,47,79,2,11,15601,1872,41944,107993,84,84
2025-12-08_07:45:38,59,47,79,2,11,15601,1872,41944,107993,84,84
2025-12-08_07:46:08,59,47,79,2,11,15601,1872,41944,107993,84,84
2025-12-08_07:46:38,59,47,79,2,11,15601,1872,41944,107994,84,84
2025-12-08_07:47:08,59,47,79,2,11,15601,1872,41944,107994,84,84
2025-12-08_07:47:38,59,47,79,2,11,15601,1872,41944,107994,84,84
2025-12-08_07:48:08,59,47,79,2,11,15601,1872,41944,107994,84,84
2025-12-08_07:48:38,59,47,79,2,11,15601,1872,41944,107994,84,84
2025-12-08_07:49:08,59,47,79,2,11,15601,1872,41944,107994,84,84
2025-12-08_07:49:38,59,47,79,2,11,15601,1872,41944,107994,84,84
2025-12-08_07:50:08,59,47,79,2,11,15601,1872,41944,107994,84,84
2025-12-08_07:50:38,59,47,79,2,11,15601,1872,41944,107994,84,84
2025-12-08_07:51:08,59,47,79,2,11,15601,1872,41944,107994,84,84
2025-12-08_07:51:38,59,47,79,2,11,15601,1872,41944,107994,84,84
2025-12-08_07:52:08,59,47,79,2,11,15601,1872,41944,107994,84,84
2025-12-08_07:52:38,59,47,79,2,11,15601,1872,41944,107994,84,84
2025-12-08_07:53:08,59,47,79,2,11,15601,1872,41944,107994,84,84
2025-12-08_07:53:38,59,47,79,2,11,15601,1872,41944,107994,84,84
2025-12-08_07:54:08,59,47,79,2,11,15601,1872,41944,107994,84,84
2025-12-08_07:54:38,59,47,79,2,11,15601,1872,41944,107994,84,84
2025-12-08_07:55:08,59,47,79,2,11,15601,1872,41944,107994,84,84
2025-12-08_07:55:38,59,47,79,2,11,15601,1872,41944,107994,84,84
2025-12-08_07:56:08,59,47,79,2,11,15601,1872,41944,107994,84,84
2025-12-08_07:56:38,59,47,79,2,11,15601,1872,41944,107994,84,84
2025-12-08_07:57:08,59,47,79,2,11,15601,1872,41944,107994,84,84
2025-12-08_07:57:38,59,47,79,2,11,15601,1872,41944,107994,84,84
2025-12-08_07:58:08,59,47,79,2,11,15601,1872,41944,107994,84,84
2025-12-08_07:58:38,59,47,79,2,11,15601,1872,41944,107994,84,84
2025-12-08_07:59:08,59,47,79,2,11,15601,1872,41944,107994,84,84
2025-12-08_07:59:38,59,47,79,2,11,15601,1872,41944,107994,84,84
2025-12-08_08:00:08,59,47,79,2,11,15601,1872,41944,107994,84,84
2025-12-08_08:00:38,59,47,79,2,11,15601,1872,41944,107994,84,84
2025-12-08_08:01:08,59,47,79,2,11,15601,1872,41944,107994,84,84
2025-12-08_08:01:38,59,47,79,2,11,15601,1872,41944,107994,84,84
2025-12-08_08:02:08,59,47,79,2,11,15601,1872,41944,107994,84,84
2025-12-08_08:02:38,59,47,79,2,11,15601,1872,41944,107994,84,84
2025-12-08_08:03:08,59,47,79,2,11,15601,1872,41944,107994,84,84
2025-12-08_08:03:38,59,47,79,2,11,15601,1872,41944,107994,84,84
2025-12-08_08:04:08,59,47,79,2,11,15601,1872,41945,107994,84,84
2025-12-08_08:04:38,59,47,79,2,11,15601,1872,41945,107994,84,84
2025-12-08_08:05:08,59,47,79,2,11,15601,1872,41945,107994,84,84
2025-12-08_08:05:38,59,47,79,2,11,15601,1872,41945,107994,84,84
2025-12-08_08:06:08,59,47,79,2,11,15601,1872,41945,107994,84,84
2025-12-08_08:06:38,59,47,79,2,11,15601,1872,41945,107994,84,84
2025-12-08_08:07:08,59,47,79,2,11,15601,1872,41945,107994,84,84
2025-12-08_08:07:38,59,47,79,2,11,15601,1872,41945,107994,84,84
2025-12-08_08:08:08,59,47,79,2,11,15601,1872,41945,107994,84,84
2025-12-08_08:08:38,59,47,79,2,11,15602,1872,41945,107994,84,84
2025-12-08_08:09:08,59,47,79,2,11,15602,1872,41945,107994,84,84
2025-12-08_08:09:38,59,47,79,2,11,15602,1872,41945,107994,84,84
2025-12-08_08:10:08,59,47,79,2,11,15602,1872,41945,107994,84,84
2025-12-08_08:10:38,59,47,79,2,11,15602,1872,41945,107994,84,84
2025-12-08_08:11:08,59,47,79,2,11,15602,1872,41945,107994,84,84
2025-12-08_08:11:38,59,47,79,2,11,15602,1872,41945,107994,84,84
2025-12-08_08:12:08,59,47,79,2,11,15602,1872,41945,107994,84,84
2025-12-08_08:12:38,59,47,79,2,11,15602,1872,41945,107994,84,84
2025-12-08_08:13:08,59,47,79,2,11,15602,1872,41945,107994,84,84
2025-12-08_08:13:38,59,47,79,2,11,15602,1872,41945,107994,84,84
2025-12-08_08:14:08,59,47,79,2,11,15602,1872,41945,107994,84,84
2025-12-08_08:14:38,59,47,79,2,11,15602,1872,41945,107994,84,84
2025-12-08_08:15:08,59,47,79,2,11,15602,1872,41945,107994,84,84
2025-12-08_08:15:38,59,47,79,2,11,15602,1872,41945,107994,84,84
2025-12-08_08:16:08,59,47,79,2,11,15602,1872,41945,107994,84,84
2025-12-08_08:16:38,59,47,79,2,11,15602,1872,41945,107994,84,84
2025-12-08_08:17:08,59,47,79,2,11,15602,1872,41945,107994,84,84
2025-12-08_08:17:38,59,47,79,2,11,15602,1872,41945,107994,84,84
2025-12-08_08:18:08,59,47,79,2,11,15602,1872,41945,107994,84,84
2025-12-08_08:18:38,59,47,79,2,11,15602,1872,41945,107994,84,84
2025-12-08_08:19:08,59,47,79,2,11,15602,1872,41945,107994,84,84
2025-12-08_08:19:38,59,47,79,2,11,15602,1872,41945,107994,84,84
2025-12-08_08:20:08,59,47,79,2,11,15602,1872,41945,107994,84,84
2025-12-08_08:20:38,59,47,79,2,11,15602,1872,41945,107994,84,84
2025-12-08_08:21:08,59,47,79,2,11,15602,1872,41945,107994,84,84
2025-12-08_08:21:38,59,47,79,2,11,15602,1872,41945,107994,84,84
2025-12-08_08:22:08,59,47,79,2,11,15602,1872,41945,107994,84,84
2025-12-08_08:22:38,59,47,79,2,11,15602,1872,41945,107994,84,84
2025-12-08_08:23:08,59,47,79,2,11,15602,1872,41945,107994,84,84
2025-12-08_08:23:38,59,47,79,2,11,15602,1872,41945,107994,84,84
2025-12-08_08:24:08,59,47,79,2,11,15602,1872,41945,107994,84,84
2025-12-08_08:24:38,59,47,79,2,11,15602,1872,41945,107994,84,84
2025-12-08_08:25:08,59,47,79,2,11,15602,1872,41945,107994,84,84
2025-12-08_08:25:38,59,47,79,2,11,15602,1872,41946,107994,84,84
2025-12-08_08:26:08,59,47,79,2,11,15602,1872,41946,107994,84,84
2025-12-08_08:26:38,59,47,79,2,11,15602,1872,41946,107994,84,84
2025-12-08_08:27:08,59,47,79,2,11,15602,1872,41946,107994,84,84
2025-12-08_08:27:38,59,47,79,2,11,15602,1872,41946,107994,84,84
2025-12-08_08:28:08,59,47,79,2,11,15602,1872,41946,107994,84,84
2025-12-08_08:28:38,59,47,79,2,11,15602,1872,41946,107994,84,84
2025-12-08_08:29:08,59,47,79,2,11,15602,1872,41946,107994,84,84
2025-12-08_08:29:38,59,47,79,2,11,15602,1872,41946,107994,84,84
2025-12-08_08:30:08,59,47,79,2,11,15602,1872,41946,107994,84,84
2025-12-08_08:30:38,59,47,79,2,11,15602,1872,41946,107994,84,84
2025-12-08_08:31:08,59,47,79,2,11,15602,1872,41946,107994,84,84
2025-12-08_08:31:38,59,47,79,2,11,15602,1872,41946,107994,84,84
2025-12-08_08:32:08,59,47,79,2,11,15602,1872,41946,107994,84,84
2025-12-08_08:32:38,59,47,79,2,11,15602,1872,41946,107994,84,84
2025-12-08_08:33:08,59,47,79,2,11,15602,1872,41946,107994,84,84
2025-12-08_08:33:38,59,47,79,2,11,15602,1872,41946,107994,84,84
2025-12-08_08:34:08,59,47,79,2,11,15602,1872,41946,107994,84,84
2025-12-08_08:34:38,59,47,79,2,11,15602,1872,41946,107994,84,84
2025-12-08_08:35:08,59,47,79,2,11,15602,1872,41946,107994,84,84
2025-12-08_08:35:38,59,47,79,2,11,15602,1872,41946,107994,84,84
2025-12-08_08:36:08,59,47,79,2,11,15602,1872,41946,107994,84,84
2025-12-08_08:36:38,59,47,79,2,11,15602,1872,41946,107994,84,84
2025-12-08_08:37:08,59,47,79,2,11,15602,1872,41946,107994,84,84
2025-12-08_08:37:38,59,47,79,2,11,15602,1872,41946,107994,84,84
2025-12-08_08:38:08,59,47,79,2,11,15602,1872,41946,107994,84,84
2025-12-08_08:38:38,59,47,79,2,11,15602,1872,41946,107994,84,84
2025-12-08_08:39:08,59,47,79,2,11,15602,1872,41946,107994,84,84
2025-12-08_08:39:38,59,47,79,2,11,15602,1872,41946,107994,84,84
2025-12-08_08:40:08,59,47,79,2,11,15602,1872,41946,107994,84,84
2025-12-08_08:40:38,59,47,79,2,11,15602,1872,41946,107994,84,84
2025-12-08_08:41:08,59,47,79,2,11,15602,1872,41946,107994,84,84
2025-12-08_08:41:38,59,47,79,2,11,15602,1872,41946,107994,84,84
2025-12-08_08:42:08,59,47,79,2,11,15602,1872,41946,107994,84,84
2025-12-08_08:42:38,59,47,79,2,11,15602,1872,41946,107994,84,84
2025-12-08_08:43:08,59,47,79,2,11,15602,1872,41946,107994,84,84
2025-12-08_08:43:38,59,47,79,2,11,15602,1872,41946,107994,84,84
2025-12-08_08:44:08,59,47,79,2,11,15602,1872,41946,107994,84,84
2025-12-08_08:44:38,59,47,79,2,11,15602,1872,41946,107994,84,84
2025-12-08_08:45:08,59,47,79,2,11,15602,1872,41946,107994,84,84
2025-12-08_08:45:38,59,47,79,2,11,15602,1872,41946,107994,84,84
2025-12-08_08:46:08,59,47,79,2,11,15602,1872,41946,107994,84,84
2025-12-08_08:46:38,59,47,79,2,11,15602,1872,41947,107994,84,84
2025-12-08_08:47:08,59,47,79,2,11,15602,1872,41947,107994,84,84
2025-12-08_08:47:38,59,47,79,2,11,15602,1872,41947,107994,84,84
2025-12-08_08:48:08,59,47,79,2,11,15602,1872,41947,107994,84,84
2025-12-08_08:48:38,59,47,79,2,11,15602,1872,41947,107994,84,84
2025-12-08_08:49:08,59,47,79,2,11,15602,1872,41947,107994,84,84
2025-12-08_08:49:38,59,47,79,2,11,15602,1872,41947,107994,84,84
2025-12-08_08:50:08,59,47,79,2,11,15602,1872,41947,107994,84,84
2025-12-08_08:50:38,59,47,79,2,11,15602,1872,41947,107994,84,84
2025-12-08_08:51:08,59,47,79,2,11,15602,1872,41947,107994,84,84
2025-12-08_08:51:38,59,47,79,2,11,15602,1872,41947,107994,84,84
2025-12-08_08:52:08,59,47,79,2,11,15602,1872,41947,107994,84,84
2025-12-08_08:52:38,59,47,79,2,11,15602,1872,41947,107994,84,84
2025-12-08_08:53:08,59,47,79,2,11,15602,1872,41947,107994,84,84
2025-12-08_08:53:38,59,47,79,2,11,15602,1872,41947,107994,84,84
2025-12-08_08:54:08,59,47,79,2,11,15602,1872,41947,107994,84,84
2025-12-08_08:54:38,59,47,79,2,11,15602,1872,41947,107994,84,84
